title,url
t,http://wonder.cdc.gov/std.html
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.cms.hhs.gov/NationalHealthExpendData/downloads/quickref.pdf
t,http://www1.va.gov/health/HospitalReportCard.asp
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://gravelocator.cem.va.gov/j2ee/servlet/NGL_v1
t,http://usasearch.howto.gov/developer/recalls.html
t,http://wonder.cdc.gov/wonder/help/cmf.html
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.usaid.gov/opengov/developer/datasets/UgandaFTFCodebook.xls
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.gsa.gov/dg/Data_Dictionary_Building.docx
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://wonder.cdc.gov/wonder/help/natality.html
t,http://localdomain.local/
t,http://www-nrd.nhtsa.dot.gov/Cats/listpublications.aspx?Id=227&ShowBy=Category
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://armyobt.army.mil/opengov/reimbursable_rates_ground_data_dictionary.xlsx
t,http://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/Medicare-Geographic-Variation/Downloads/Geo_Var_PUF_Methods_Paper.pdf
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://wonder.cdc.gov/wonder/help/nldas.html
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www-odi.nhtsa.dot.gov/downloads/folders/Recalls/RCL.txt
t,http://www.ssa.gov/finance/2009/Full%20FY%202009%20PAR.pdf
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.cms.hhs.gov/NationalHealthExpendData/downloads/quickref.pdf
t,http://go.usa.gov/kfnh
t,http://www.usaid.gov/opengov/developer/datasets/PPP%20Database%20Data%20Dictionary%208.4.14.docx
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://wonder.cdc.gov/cancer.html
t,http://www.icpsr.umich.edu/icpsrweb/SAMHDA/ssvd/studies/03903/variables
t,http://www.gsa.gov/dg/FineArts_data_dictionary.xls
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www1.va.gov/vetdata/docs/VHA_2009_Facility_Quality_and_Safety_Report_Final.pdf
t,http://www.icpsr.umich.edu/icpsrweb/SAMHDA/ssvd/series/58/variables
t,https://eosweb.larc.nasa.gov/cgi-bin/sse/sse.cgi?skip@larc.nasa.gov+s08#s08
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://www.dlis.dla.mil/extracts/
t,https://pds.jpl.nasa.gov/pds4/about/portal.shtml
t,http://www-odi.nhtsa.dot.gov/downloads/folders/Recalls/RCL.txt
t,http://wonder.cdc.gov/wonder/help/mcd.html
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://wonder.cdc.gov/wonder/help/lbd.html
t,http://clinicaltrials.gov/ct2/info/linking
t,http://wonder.cdc.gov/wonder/help/aids.html
t,http://www.fra.dot.gov/Page/P0604
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://go.usa.gov/kfnh
t,http://www.cdc.gov/nchs/ahcd/ahcd_questionnaires.htm
t,http://dashboard.healthit.gov/data/data/REC-PUF-data-dictionary.xlsx
t,http://health.mil/Research/TBI_Numbers.aspx
t,http://www.hcup-us.ahrq.gov/db/state/siddist/sid_multivar.jsp
t,http://www.fda.gov/Drugs/GuidanceComplianceRegulatoryInformation/Surveillance/AdverseDrugEffects/ucm082193.htm
t,http://www.ntdprogram.gov/ntdprogram/data.htm
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2009/upload/2009-EEO-1-Job-Patterns-Data-ZIP.zip
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.cms.hhs.gov/NationalHealthExpendData/downloads/quickref.pdf
t,http://www.nlm.nih.gov/mesh/MBrowser.html
t,http://www.benefits.va.gov/reports/annual_performance_reports.asp
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.dod.gov/dodgc/doha/industrial/
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.ssa.gov/open/data/AAPI--semi-annual-BE.html#dataDictionary
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.itsdeployment.its.dot.gov/download.aspx
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.cfda.gov
t,http://datawarehouse.hrsa.gov/data/datadownload/nssrndownload.aspx
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.fra.dot.gov/Page/P0604
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,https://www.asap.gsa.gov/datagov/elibrary_schedule_contracts_data_dictionary.html
t,http://lai.locationaffordability.info/lai_data_dictionary.pdf
t,https://www.sam.gov/public-extracts/CCR_FOIA_Extract_Layout.pdf
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://meps.ahrq.gov/mepsweb/data_stats/quick_tables.jsp
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www1.va.gov/health/HospitalReportCard.asp
t,http://www.hhs.gov/dab/decisions/civildecisions/index.html
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://www-odi.nhtsa.dot.gov/downloads/folders/TSBS/TSBS.txt
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.iwr.usace.army.mil/ndc/db/wcsc/data/total_waterborne_commerce.doc
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.rita.dot.gov/bts/sites/rita.dot.gov.bts/files/subject_areas/ncfo/ncfo_query_db_schema.html
t,http://omniweb.gsfc.nasa.gov/coho/helios/coor_des.html
t,http://www.dot.gov/policy/aviation-policy/air-fare-information-consumers
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.nlm.nih.gov/pubs/factsheets/visible_human.html
t,http://www.gsa.gov/dg/Data_Dictionary_Building.docx
t,http://our.dot.gov/office/fhwa.init/papai/PAPAI%20Documentation/Forms/AllItems.aspx
t,http://ai.fmcsa.dot.gov/ltccs/data/documents/LTCCS_Codebook.pdf
t,http://lai.locationaffordability.info/lai_data_dictionary.pdf
t,http://www-odi.nhtsa.dot.gov/downloads/folders/Complaints/CMPL.txt
t,http://datawarehouse.hrsa.gov/Data_Dictionary.aspx
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.hcup-us.ahrq.gov/db/state/sedddist/sedd_multivar.jsp
t,http://www.stb.dot.gov/decisions/ReadingRoom.nsf/DailyReleases
t,http://www.ntdprogram.gov/ntdprogram/Glossary.htm
t,http://www.acf.hhs.gov/datagov-datasets/ocse/dcs/34A_CSE_ANNUAL_DICTIONARY.xlsx
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://www.ntdprogram.gov/ntdprogram/data.htm
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://www.usaid.gov/opengov/developer/datasets/Zambia%202013%20FTF%20ZOI%20PBS%20Public%20Release%20Codebook%20-%2020140407.xlsx
t,https://www.asap.gsa.gov/datagov/naics/NAICS_Schedule_GWAC_Matrix_Dictionary.html
t,http://www.gsa.gov/dg/CPA_DataDictionary.docx
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,https://www.asap.gsa.gov/datagov/fas-il/IL_01_data_dictionary.html
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://project-open-data.github.io/schema/
t,http://www.researchconnections.org/childcare/studies/29462/documentation
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.cms.hhs.gov/NationalHealthExpendData/downloads/quickref.pdf
t,http://www.icpsr.umich.edu/icpsrweb/SAMHDA/studies/34945
t,http://radlex.org/
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://www.va.gov/vetdata/docs/Utilization/PriorityGroup_FINAL3.xlsx
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,https://www.asap.gsa.gov/datagov/fas-il/IL_01_data_dictionary.html
t,http://www.ntdprogram.gov/ntdprogram/data.htm
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ecco.jpl.nasa.gov/external/synopsis.php
t,http://www-fars.nhtsa.dot.gov/Main/index.aspx
t,http://www.ntdprogram.gov/ntdprogram/data.htm
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.hcup-us.ahrq.gov/db/state/sasddist/sasd_multivar.jsp
t,http://www.ssa.gov/appeals/DataSets/08_National_New_Court_Cases_and_Remands.html
t,http://ssq.gsa.gov
t,http://www.va.gov/vetdata/docs/Datagov/DataGov_GDX_FY08_Technical_Notes.doc
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://www.fhfa.gov/DataTools/Downloads/Documents/FHLBank-Member_Data/fhlb_member_dictionary.xls
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.marad.dot.gov/library_landing_page/data_and_statistics/Data_and_Statistics.htm
t,http://www.ssa.gov/open/data/Overall-Customer-Service-Satisfaction.html
t,http://transtats.bts.gov/DatabaseInfo.asp?DB_ID=125&DB_URL=
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,https://sftool.gov/Developers/
t,http://www.fido.gov/facadatabase/help.asp
t,http://hints.cancer.gov/instrument.aspx
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://www.fra.dot.gov/Page/P0604
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://meps.ahrq.gov/mepsweb/data_stats/meps_query.jsp
t,http://www.cms.gov/BSAPUFS/downloads/2008_BSA_PD_Events_PUF_DataDic_CB.pdf
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.iwr.usace.army.mil/ndc/db/wcsc/data/domestic_waterborne_commerce.doc
t,http://www.ntdprogram.gov/ntdprogram/data.htm
t,http://localdomain.local/
t,http://wonder.cdc.gov/wonder/help/lbd.html
t,http://www.icpsr.umich.edu/icpsrweb/SAMHDA/studies/34481
t,http://www.ntdprogram.gov/ntdprogram/data.htm
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://www.va.gov/health/access-audit.asp
t,http://www.ntdprogram.gov/ntdprogram/data.htm
t,http://www.nlm.nih.gov/mesh/MBrowser.html
t,http://cdaweb.sci.gsfc.nasa.gov/pub/software/cdawlib/AAREADME.txt
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.dot.gov/policy/aviation-policy/air-fare-information-consumers
t,http://www.ntdprogram.gov/ntdprogram/data.htm
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.childcareresearch.org/childcare/resources/2925
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www1.va.gov/health/HospitalReportCard.asp
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://datawarehouse.hrsa.gov/Data/aboutData/dataDictionary.aspx
t,http://dds.cr.usgs.gov/srtm/What_are_these.pdf
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.fda.gov/Drugs/InformationOnDrugs/ucm079750.htm
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2008/data_dictionary%20NAICS.xls
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.fra.dot.gov/Page/P0604
t,http://aspe.hhs.gov/health/reports/2014/MarketPlaceEnrollment/Apr2014/Marketplace_StateSum.cfm
t,http://toxnet.nlm.nih.gov/toxnetapi/TOXNETWebService.html
t,http://nhts.ornl.gov/publications.shtml
t,http://www1.va.gov/health/HospitalReportCard.asp
t,https://www.asap.gsa.gov/datagov/fas-il/IL_01_data_dictionary.html
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://dellweb.bfa.nsf.gov/text/xml/AverageDwellTimeDataDictionary.pdf
t,http://www.rssboard.org/rss-specification
t,http://www-odi.nhtsa.dot.gov/downloads/folders/Recalls/RCL.txt
t,http://www.ntdprogram.gov/ntdprogram/data.htm
t,http://www.gsa.gov/dg/BPPTableStructuresforDatagov.docx
t,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2008/data_dictionary%20NAICS.xls
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.ops.fhwa.dot.gov/freight/freight_analysis/faf/faf3/userguide/index.htm#t5
t,http://armyobt.army.mil/opengov/aff_claim_data_dictionary.csv
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.cms.gov/BSAPUFS/downloads/2008_Chronic_Conditions_PUF_Data_Dictionary.pdf
t,http://lai.locationaffordability.info/lai_data_dictionary.pdf
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www1.va.gov/health/HospitalReportCard.asp
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www-odi.nhtsa.dot.gov/downloads/folders/Investigations/INV.txt
t,http://www.socialsecurity.gov/open/data/change-of-address-online-apps.html#dataDictionary
t,http://wonder.cdc.gov/population.html
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,https://www.asap.gsa.gov/datagov/fas-il/IL_2007_2008.html
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://data.giss.nasa.gov/stormtracks/
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www1.va.gov/health/HospitalReportCard.asp
t,http://www.fra.dot.gov/Page/P0604
t,http://www.ntdprogram.gov/ntdprogram/Glossary.htm
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.socialsecurity.gov/open/data/Enumeration-Accuracy.html
t,https://esubmit.rita.dot.gov/Form298C-F1.aspx
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,https://www.asap.gsa.gov/datagov/fas-il/IL_2007_2008.html
t,http://www.fai.gov/fapis.asp
t,http://www.fda.gov/MedicalDevices/DeviceRegulationandGuidance/Overview/ClassifyYourDevice/ucm2005371.htm
t,http://www.ssa.gov/open/data/field-office-visitors-average-daily.html#dataCollectionDescription
t,http://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/BSAPUFS/Downloads/2008_IPBS_DD_CB.pdf
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.itsdeployment.its.dot.gov/download.aspx
t,http://www.fhwa.dot.gov/bridge/nbi/format.cfm
t,http://www.ntdprogram.gov/ntdprogram/data.htm
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.marad.dot.gov/library_landing_page/data_and_statistics/Data_and_Statistics.htm
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.ntdprogram.gov/ntdprogram/data.htm
t,http://wonder.cdc.gov/wonder/help/mcd.html
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.nitrc.org/
t,https://www.its-rde.net/showds?dataEnvironmentNumber=10003
t,http://www.imls.gov/assets/1/AssetManager/StLADataDoc1994.pdf
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.ntdprogram.gov/ntdprogram/data.htm
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/DownloadFStructure.aspx
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,https://www.asap.gsa.gov/datagov/networx/networx_revenue_data_dictionary_fy10.html
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.census.gov/acs/www/Downloads/data_documentation/pums/DataDict/PUMSDataDict10.pdf
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2011/upload/data_dictionary.xls
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.transtats.bts.gov/DL_SelectFields.asp?Table_ID=310&DB_Short_Name=Air%20Carriers
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.usaid.gov/opengov/developer/datasets/Rwanda%202013%20FTF%20ZOI%20PBS%20Public%20Release%20Codebook-Variables%20.xlsx
t,http://www.itsdeployment.its.dot.gov/download.aspx
t,http://www.nhtsa.gov/Laws+&+Regulations/CARS+Program+Transaction+Data+and+Reports
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.acf.hhs.gov/datagov-datasets/ocse/dcs/157_CSE_ANNUAL_DICTIONARY.xlsx
t,http://www.socialsecurity.gov/open/data/OPI-Types-of-Public-Inquiries-Received.html#dataDictionary
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.fhwa.dot.gov/bridge/nbi/format.cfm
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.gsa.gov/pbs
t,http://www-odi.nhtsa.dot.gov/downloads/folders/Complaints/CMPL.txt
t,http://www-odi.nhtsa.dot.gov/downloads/folders/Complaints/CMPL.txt
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.fra.dot.gov/Page/P0604
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.dot.gov/policy/aviation-policy/air-fare-information-consumers
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.fra.dot.gov/Page/P0604
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.transtats.bts.gov/DL_SelectFields.asp?Table_ID=310&DB_Short_Name=Air%20Carriers
t,http://www.ssa.gov/appeals/DataSets/Pending_Hearing_Requests_By_ElectronicFormat_Paper.html
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://ofmpub.epa.gov/sor_internet/registry/termreg/home/overview/home.do
t,http://www.fda.gov/ForIndustry/DataStandards/StructuredProductLabeling/ucm191015.htm
t,http://www1.va.gov/health/HospitalReportCard.asp
